0	3.3188e-16	4.0	-2.09433	-2.09433	116.358
0.0358417	0.148153	4.13389	-2.17323	-2.23489	-25.2218
0.119026	0.485748	4.1912	-2.36253	-2.42887	52.429
0.24661	1.10098	5.31349	-2.71985	-2.99263	21.7513
0.414481	1.99019	5.25342	-3.15851	-2.15905	13.9056
0.617243	3.18083	6.60511	-3.55936	-1.79143	29.3525
0.848377	4.53612	3.74021	-3.62614	2.07234	-179.411
1.10046	4.40288	-4.7286	-2.45587	6.04341	-177.596
1.36538	2.53107	-7.91016	-1.21644	2.67035	25.7823
1.63462	0.819018	-4.24654	-0.823124	1.05582	102.961
1.89954	0.167971	-1.21144	-0.510159	1.06775	33.628
2.15162	-0.00157415	-0.111721	-0.329981	0.534219	33.7905
2.38276	0.122544	1.06698	-0.177096	0.710972	15.8056
2.58552	0.353599	1.13168	-0.0798355	0.248507	2.4284
2.75339	0.565822	1.44982	-0.0338274	0.354851	11.2103
2.88097	0.751659	1.37213	0.00307103	0.152281	-10.9778
2.96416	0.864329	1.4113	0.0134227	0.172481	17.4952
3	0.916215	1.45122	0.0206606	0.198127	-17.6371
3	0.916215	1.45122	0.0206606	0.198127	-17.6371
3.03584	0.966867	1.3874	0.0262332	0.126636	-5.13893
3.11903	1.08123	1.37368	0.0356265	0.112335	0.401129
3.24661	1.25472	1.33059	0.0489672	0.0857533	-3.71441
3.41448	1.46835	1.21732	0.0583844	0.0357921	-3.37746
3.61724	1.70377	1.10265	0.0646444	0.0265061	-3.7431
3.84838	1.93902	0.926577	0.0672344	-0.0058621	-4.73766
4.10046	2.14913	0.748325	0.0639925	-0.0126528	-3.7362
4.36538	2.32482	0.573836	0.0608638	-0.0161219	-4.25415
4.63462	2.45405	0.391736	0.0543967	-0.0276228	-3.5749
4.89954	2.53889	0.252166	0.0484448	-0.0178211	-3.13441
5.15162	2.58534	0.11541	0.04313	-0.0264069	-3.24203
5.38276	2.5994	0.013088	0.0371271	-0.0215329	-2.26059
5.58552	2.59441	-0.0648078	0.0333976	-0.0191856	-2.64077
5.75339	2.57763	-0.13194	0.0295722	-0.0239515	-2.00921
5.88097	2.55853	-0.16658	0.027013	-0.0162379	-1.79665
5.96416	2.54352	-0.195963	0.0255672	-0.0202441	-2.41203
6	2.53628	-0.207116	0.024816	-0.0204929	-1.15126
6	2.53628	-0.207116	0.024816	-0.0204929	-1.15126
6.03584	2.52872	-0.215064	0.0241365	-0.0179593	-1.61433
6.11903	2.50988	-0.238095	0.0226658	-0.0178832	-1.76393
6.24661	2.47737	-0.270646	0.0203914	-0.0172909	-1.49785
6.41448	2.42877	-0.307677	0.017659	-0.0155651	-1.36658
6.61724	2.36223	-0.347598	0.0145551	-0.0149942	-1.17073
6.84838	2.27752	-0.383806	0.0112976	-0.0130743	-0.930802
7.10046	2.17668	-0.41509	0.00818905	-0.0118323	-0.75986
7.36538	2.06329	-0.439244	0.00520313	-0.0104945	-0.535647
7.63462	1.94277	-0.454847	0.00262776	-0.00880457	-0.374805
7.89954	1.82092	-0.463988	0.000404334	-0.00796281	-0.226027
8.15162	1.70355	-0.466243	-0.00143002	-0.00652769	-0.0836181
8.38276	1.59594	-0.464466	-0.00283232	-0.00576519	-0.00781956
8.58552	1.50215	-0.460054	-0.003944	-0.00506026	0.0944389
8.75339	1.42539	-0.454247	-0.00471894	-0.00426991	0.136006
8.88097	1.36775	-0.449311	-0.00525337	-0.00410586	0.174245
8.96416	1.33053	-0.445356	-0.00557943	-0.00367251	0.2243
9	1.3146	-0.443599	-0.00570799	-0.00354521	0.189123
9	1.3146	-0.443599	-0.00570799	-0.00354521	0.189123
9.03584	1.29873	-0.441897	-0.005835	-0.00352227	0.21737
9.11903	1.26215	-0.437539	-0.00611781	-0.0032611	0.24781
9.24661	1.20678	-0.430347	-0.00650913	-0.00289384	0.273632
9.41448	1.13539	-0.420075	-0.0069601	-0.00247297	0.310999
9.61724	1.05157	-0.40649	-0.00740757	-0.00195052	0.347999
9.84838	0.959519	-0.389829	-0.00779969	-0.00145634	0.381244
