0	0.466667	4.0	-2.09433	1.02899e-16	-112.383
0.0358417	0.605843	3.90627	-2.09762	-0.249917	36.5272
0.119026	0.94621	4.1126	-2.15065	-0.909241	-22.0368
0.24661	1.4394	3.80372	-2.29159	-1.36754	22.1109
0.414481	2.16967	4.88579	-2.61215	-2.32328	23.9508
0.617243	3.1718	4.93217	-3.05244	-1.87502	13.545
0.848377	4.48818	6.72631	-3.48712	-1.9534	48.508
1.10046	6.10675	4.59672	-3.67905	1.46147	-161.255
1.36538	6.18821	-4.08175	-2.54421	6.06683	-181.651
1.63462	4.40761	-7.6495	-1.22444	2.88738	18.0618
1.89954	2.75007	-4.2522	-0.816343	1.0515	102.911
2.15162	2.11608	-1.29876	-0.50773	1.1484	33.0372
2.38276	1.92051	-0.371588	-0.332959	0.532142	33.9639
2.58552	1.97235	0.80594	-0.192068	0.802155	19.7069
2.75339	2.11768	0.815016	-0.0964513	0.29679	-1.26834
2.88097	2.23596	1.13641	-0.0566564	0.424045	21.1469
2.96416	2.33411	1.10816	-0.0235533	0.266317	-23.3164
3	2.37208	1.05785	-0.0162664	0.189824	27.0095
3	2.37208	1.05785	-0.0162664	0.189824	27.0095
3.03584	2.412	1.15026	-0.00792485	0.255784	7.41886
3.11903	2.50822	1.14062	0.0115203	0.194154	-3.37656
3.24661	2.65033	1.09969	0.03071	0.127289	-0.249253
3.41448	2.83268	1.05797	0.050324	0.0988953	-3.18711
3.61724	3.03254	0.907316	0.0627515	0.0284926	-4.43199
3.84838	3.2245	0.759412	0.066986	0.016432	-3.66314
4.10046	3.39342	0.569791	0.0688151	-0.00903511	-5.13877
4.36538	3.516	0.366148	0.0630408	-0.0246359	-3.8672
4.63462	3.59265	0.201913	0.0582089	-0.0160072	-4.0143
4.89954	3.62208	0.0217884	0.0514339	-0.0340976	-3.81173
5.15162	3.61073	-0.103183	0.0439611	-0.0213129	-2.67554
5.38276	3.57441	-0.216074	0.0391329	-0.0266091	-3.34471
5.58552	3.5206	-0.306648	0.0329163	-0.0284882	-2.01736
5.75339	3.46502	-0.35721	0.0293039	-0.0181278	-2.36019
5.88097	3.41608	-0.409985	0.0263607	-0.0279918	-2.27647
5.96416	3.38106	-0.428465	0.0242464	-0.020019	-0.982806
6	3.36558	-0.437497	0.0235842	-0.018827	-2.88503
6	3.36558	-0.437497	0.0235842	-0.018827	-2.88503
6.03584	3.34964	-0.450989	0.0228346	-0.0221445	-2.02947
6.11903	3.31119	-0.4723	0.0210244	-0.0206161	-1.52658
6.24661	3.24903	-0.502339	0.0185394	-0.0191209	-1.56106
6.41448	3.16154	-0.538661	0.015319	-0.01878	-1.28252
6.61724	3.04876	-0.572463	0.0117972	-0.0160704	-1.0445
6.84838	2.91266	-0.604009	0.00821223	-0.01517	-0.851997
7.10046	2.75718	-0.627486	0.00461176	-0.0130466	-0.557947
7.36538	2.58887	-0.641972	0.00146202	-0.0111212	-0.385422
7.63462	2.41489	-0.648705	-0.00140855	-0.00998189	-0.168251
7.89954	2.24321	-0.646175	-0.00375862	-0.00783467	0.00121276
8.15162	2.08116	-0.638882	-0.00561816	-0.00706404	0.109506
8.38276	1.93474	-0.62716	-0.00711926	-0.00570786	0.255288
8.58552	1.8089	-0.61383	-0.00815379	-0.00474483	0.296752
8.75339	1.70686	-0.601553	-0.00893249	-0.00439549	0.379744
8.88097	1.6308	-0.590555	-0.00943575	-0.00350632	0.421261
8.96416	1.58197	-0.583497	-0.0097219	-0.0034744	0.403557
9	1.56112	-0.580299	-0.00984585	-0.0033734	0.484836
9	1.56112	-0.580299	-0.00984585	-0.0033734	0.484836
9.03584	1.54038	-0.576878	-0.0099615	-0.00311181	0.464458
9.11903	1.49271	-0.569076	-0.0102084	-0.00285492	0.470601
9.24661	1.4209	-0.556627	-0.0105486	-0.00245343	0.506698
9.41448	1.32889	-0.539413	-0.0109123	-0.00190413	0.536696
9.61724	1.2217	-0.517775	-0.0112449	-0.00138311	0.56862
9.84838	1.10497	-0.492078	-0.0114944	-0.000778817	0.598425
10.1005	0.984545	-0.463309	-0.0116195	-0.000240297	0.61723
10.3654	0.865862	-0.432624	-0.011618	0.000251445	0.631423
10.6346	0.753598	-0.40131	-0.0114871	0.000700608	0.63467
10.8995	0.651332	-0.370809	-0.0112565	0.0010308	0.631106
11.1516	0.561471	-0.342243	-0.0109586	0.00132835	0.62314
