0	-0.7	-1.33333	3.20166e-16	3.5323e-17	11.3473	
0.022359	-0.729342	-1.2916	0.000465442	0.040918	10.8671	
0.0742519	-0.793993	-1.20139	0.00475154	0.121401	9.97993	
0.153842	-0.884437	-1.07289	0.0185436	0.221772	9.28221	
0.258565	-0.988706	-0.922777	0.0474923	0.32666	7.846	
0.385053	-1.09543	-0.767442	0.0957928	0.43787	7.05464	
0.529241	-1.19418	-0.605735	0.169126	0.583241	6.1961	
0.686495	-1.2775	-0.458098	0.275234	0.77463	5.27691	
0.85176	-1.3409	-0.307165	0.425259	1.05828	5.65567	
1.01972	-1.37945	-0.154532	0.634234	1.44508	5.20547	
1.18499	-1.39318	-0.00874992	0.910788	1.91717	5.99006	
1.34224	-1.38219	0.148156	1.25146	2.41326	6.07097	
1.48643	-1.35333	0.233075	1.62832	2.79305	1.52144	
1.61292	-1.32523	0.190164	1.99614	3.00014	-4.68074	
1.71764	-1.3123	0.0305757	2.31476	3.07288	-14.1856	
1.79723	-1.31937	-0.233344	2.56065	3.10674	-25.7188	
1.84912	-1.33739	-0.459769	2.72215	3.10697	-24.5241	
1.87148	-1.34856	-0.534096	2.79127	3.06849	-14.9577	
1.87148	-1.34856	-0.534096	2.79127	3.06849	-14.9577	
1.89384	-1.36194	-0.684133	2.85994	3.09274	-52.8161	
1.94574	-1.40713	-1.01011	3.02128	3.06771	-24.1992	
2.02533	-1.50161	-1.42996	3.25505	2.85035	-50.528	
2.13005	-1.69962	-2.30936	3.54685	2.63232	-38.6688	
2.25654	-2.02341	-2.74719	3.81786	1.59938	-20.4265	
2.40073	-2.46278	-3.36389	3.97693	0.645025	-22.3315	
2.55798	-2.99692	-3.19285	3.97727	-0.702823	29.9145	
2.72324	-3.44263	-2.11256	3.75846	-1.90086	54.5247	
2.89121	-3.59048	0.959791	3.26946	-4.27958	182.746	
3.05647	-2.96268	6.7075	2.34679	-6.28	200.392	
3.21373	-1.63248	9.33834	1.50082	-3.95928	1.57957	
3.35791	-0.368119	7.81067	1.10686	-1.87359	-99.0632	
3.4844	0.493342	5.89056	0.905178	-1.37306	-78.6778	
3.58913	1.04369	4.63439	0.779619	-1.06589	-73.5854	
3.66872	1.37363	3.6657	0.696007	-1.04571	-68.1562	
3.72061	1.55056	3.18584	0.643661	-0.954416	-47.6631	
3.74297	1.61972	2.98883	0.622736	-0.928041	-66.9801	
3.74297	1.61972	2.98883	0.622736	-0.928041	-66.9801	
3.76533	1.68397	2.76462	0.601933	-0.92862	-56.5643	
3.81722	1.81591	2.33308	0.554824	-0.882556	-47.2281	
3.89681	1.97804	1.75145	0.487489	-0.813927	-42.3285	
4.00153	2.12592	1.0971	0.406148	-0.737563	-33.996	
4.12802	2.22451	0.490747	0.319733	-0.627867	-25.6363	
4.27221	2.2558	-0.0316802	0.237471	-0.516996	-19.2332	
4.42946	2.21696	-0.434104	0.16489	-0.405701	-12.7446	
4.59473	2.12104	-0.707584	0.106991	-0.299971	-8.46994	
4.76269	1.98564	-0.890071	0.0633321	-0.223261	-5.27397	
4.92796	1.82961	-0.986198	0.0320155	-0.157199	-2.63405	
5.08521	1.67049	-1.03316	0.0110215	-0.113964	-1.54502	
5.2294	1.52006	-1.04751	-0.00328273	-0.0839026	-0.0936069	
5.35589	1.38805	-1.03877	-0.0122675	-0.0602884	0.274291	
5.46061	1.27974	-1.0283	-0.0180151	-0.0496118	0.76447	
5.5402	1.19854	-1.0111	-0.0215187	-0.038183	1.22983	
5.59209	1.14635	-1.00121	-0.0233809	-0.0345842	0.800679	
5.61445	1.12401	-0.996479	-0.0241414	-0.0329667	1.67175	
5.61445	1.12401	-0.996479	-0.0241414	-0.0329667	1.67175	
5.63681	1.1018	-0.990251	-0.0248446	-0.030155	1.39367	
5.6887	1.05075	-0.977337	-0.0263009	-0.0262319	1.35415	
5.76829	0.973801	-0.955782	-0.0281733	-0.0207747	1.57687	
5.87302	0.875325	-0.924627	-0.030001	-0.0144701	1.68897	
5.9995	0.760849	-0.885042	-0.0314707	-0.0089897	1.81244	
6.14369	0.636661	-0.837174	-0.0323785	-0.0037997	1.91444	
6.30095	0.5092	-0.783889	-0.0326477	6.00316e-05	1.93608	
6.46621	0.384299	-0.727568	-0.0323919	0.00295746	1.96124	
6.63417	0.266891	-0.670653	-0.0316933	0.00516878	1.92761	
6.79944	0.160574	-0.616224	-0.0307321	0.00638433	1.88326	
6.95669	0.0676633	-0.565673	-0.0296455	0.00741226	1.83859	
7.10088	-0.0106577	-0.521026	-0.0285346	0.00789814	1.76537	
7.22737	-0.0741599	-0.48321	-0.0275198	0.00818497	1.72535	
7.33209	-0.123159	-0.452758	-0.0266466	0.0084453	1.66803	
7.41168	-0.158301	-0.430401	-0.0259746	0.00843639	1.63024	
7.46358	-0.180261	-0.415994	-0.0255347	0.00853983	1.62091	
7.48593	-0.189494	-0.409877	-0.0253433	0.00855828	1.58191	
7.48593	-0.189494	-0.409877	-0.0253433	0.00855828	1.58191	
7.50829	-0.198591	-0.403845	-0.0251523	0.00853356	1.58281	
7.56019	-0.219186	-0.389937	-0.0247092	0.00854798	1.56272	
7.63978	-0.249387	-0.369071	-0.0240288	0.00854034	1.52102	
7.7445	-0.286636	-0.342474	-0.0231371	0.00848938	1.47124	
7.87099	-0.327988	-0.311601	-0.0220676	0.00841412	1.40948	
8.01518	-0.370481	-0.278118	-0.0208643	0.00826837	1.33891	
8.17243	-0.411476	-0.243616	-0.0195783	0.0080856	1.26442	
8.33769	-0.448894	-0.209591	-0.0182599	0.00786049	1.18593	
8.50566	-0.481356	-0.177312	-0.0169615	0.00759872	1.10906	
8.67092	-0.508185	-0.147728	-0.0157273	0.00733478	1.03529	
8.82818	-0.529332	-0.12154	-0.0145951	0.00706147	0.966784	
8.97236	-0.545224	-0.0991398	-0.0135952	0.00680886	0.906698	
9.09885	-0.556587	-0.080722	-0.0127482	0.00658118	0.854591	
9.20358	-0.56428	-0.0663231	-0.0120693	0.00638649	0.813408	
9.28317	-0.56914	-0.0558726	-0.0115667	0.00624288	0.782525	
9.33506	-0.571868	-0.0492901	-0.0112452	0.00614428	0.762289	
9.35742	-0.572939	-0.0465072	-0.0111083	0.00610304	0.755042	
9.35742	-0.572939	-0.0465072	-0.0111083	0.00610304	0.755042	
9.37978	-0.573948	-0.0437542	-0.0109723	0.00606428	0.746597	
9.43167	-0.576055	-0.0374886	-0.01066	0.00597371	0.727419	
9.51126	-0.578667	-0.0282089	-0.01019	0.00583524	0.698553	
9.61598	-0.581007	-0.0165957	-0.00958848	0.00565281	0.661374	
9.74247	-0.582264	-0.00344738	-0.00888744	0.00543202	0.617902	
9.88666	-0.581748	0.0104123	-0.00812227	0.00518176	0.570266	
10.0439	-0.579008	0.0242167	-0.0073287	0.00491168	0.520621	
10.2092	-0.573903	0.0373233	-0.0065401	0.00463283	0.471068	
10.3771	-0.566614	0.0492525	-0.0057853	0.00435606	0.423392	
10.5424	-0.557594	0.0596985	-0.0050874	0.00409101	0.379086	
10.6997	-0.547498	0.0685179	-0.00446342	0.00384623	0.339274	
10.8438	-0.537091	0.0756995	-0.0039246	0.00362871	0.304755	
10.9703	-0.527154	0.0813257	-0.00347736	0.00344397	0.27599	
11.0751	-0.518413	0.0855302	-0.00312452	0.00329519	0.253202	
11.1546	-0.511488	0.0884626	-0.00286666	0.00318493	0.236541	
11.2065	-0.50685	0.0902559	-0.00270322	0.00311421	0.225842	
11.2289	-0.504824	0.0909998	-0.00263393	0.00308349	0.221147	
11.2289	-0.504824	0.0909998	-0.00263393	0.00308349	0.221147	
11.2513	-0.502781	0.0917262	-0.00256534	0.00305227	0.216534	
11.3032	-0.497979	0.0933473	-0.00240883	0.0029798	0.206263	
11.3827	-0.490456	0.0956641	-0.00217602	0.00287101	0.191036	
11.4875	-0.480291	0.0984106	-0.00188268	0.00273204	0.171776	
11.614	-0.467656	0.101293	-0.00154737	0.00257111	0.149734	
11.7581	-0.452846	0.10403	-0.00118935	0.00239616	0.126008	
11.9154	-0.436294	0.106391	-0.000826993	0.00221394	0.101851	
12.0807	-0.418551	0.108223	-0.000476214	0.00203282	0.078324	
12.2486	-0.400261	0.109454	-0.000149573	0.001858	0.0561736	
12.4139	-0.382112	0.110097	0.000143877	0.00169489	0.0361575	
12.5711	-0.364783	0.110228	0.000398779	0.00154821	0.018564	
12.7153	-0.348904	0.109968	0.00061263	0.00141881	0.00358856	
12.8418	-0.335023	0.109464	0.000785146	0.00130975	-0.00856502	
12.9465	-0.32359	0.108866	0.00091771	0.00122218	-0.0181045	
13.0261	-0.314947	0.108307	0.00101235	0.00115629	-0.0249683	
13.078	-0.309337	0.107897	0.00107127	0.00111464	-0.0291049	
13.1004	-0.306926	0.10771	0.001096	0.00109733	-0.0308184	
13.1004	-0.306926	0.10771	0.001096	0.00109733	-0.0308184	
13.1227	-0.30452	0.107517	0.00112035	0.00108097	-0.0322447	
13.1746	-0.298953	0.10705	0.00117552	0.0010459	-0.0359952	
13.2542	-0.290463	0.106271	0.00125669	0.000993857	-0.0418665	
13.359	-0.279392	0.105139	0.00135726	0.000927225	-0.0491445	
13.4854	-0.266188	0.103617	0.00146963	0.000850221	-0.0573847	
13.6296	-0.251384	0.101692	0.00158613	0.000766355	-0.066038	
13.7869	-0.235571	0.0993852	0.00169983	0.000680942	-0.0745583	
13.9521	-0.219361	0.0967516	0.00180542	0.000597963	-0.082635	
14.1201	-0.203349	0.0938808	0.00189925	0.000520459	-0.0899238	
14.2854	-0.188079	0.0908897	0.00197948	0.000451675	-0.0962725	
14.4426	-0.174019	0.0879095	0.00204577	0.000392362	-0.101657	
14.5868	-0.161547	0.0850772	0.00209875	0.000343572	-0.106	
14.7133	-0.150946	0.0825245	0.00213977	0.000305753	-0.109421	
14.818	-0.142417	0.0803682	0.00217029	0.000277585	-0.112	
14.8976	-0.136086	0.0787065	0.00219161	0.000258527	-0.113774	
14.9495	-0.13203	0.0776129	0.00220472	0.000246892	-0.115009	
14.9719	-0.1303	0.0771389	0.00221018	0.000241519	-0.115667	
14.9719	-0.1303	0.0771389	0.00221018	0.000241519	-0.115667	
14.9942	-0.128581	0.0766634	0.00221552	0.000236237	-0.116035	
15.0461	-0.124631	0.0755532	0.00222745	0.000223042	-0.117494	
15.1257	-0.118686	0.0738333	0.00224431	0.000200865	-0.119101	
15.2304	-0.111074	0.0715503	0.00226406	0.000177237	-0.120863	
15.3569	-0.102199	0.06876	0.00228476	0.000149714	-0.123201	
15.5011	-0.0925165	0.0655426	0.00230421	0.000121515	-0.125167	
15.6584	-0.0824877	0.0620004	0.00232138	9.67756e-05	-0.12732	
15.8236	-0.0725516	0.0582389	0.00233506	6.89666e-05	-0.12933	
15.9916	-0.0630925	0.0543904	0.00234464	4.60722e-05	-0.130895	
16.1569	-0.0544183	0.0505781	0.00235028	2.05472e-05	-0.132735	
16.3141	-0.0467514	0.0469305	0.0023513	-6.83506e-06	-0.133859	
16.4583	-0.0402261	0.043577	0.0023486	-3.21521e-05	-0.135177	
16.5848	-0.0349011	0.0406189	0.00234249	-6.59002e-05	-0.13632	
16.6895	-0.0307757	0.0381698	0.00233416	-9.24793e-05	-0.136596	
16.7691	-0.0278119	0.0363016	0.0023258	-0.000120663	-0.138314	
16.821	-0.0259599	0.0350796	0.0023189	-0.000142946	-0.13671	
16.8434	-0.0251813	0.0345663	0.00231571	-0.000139706	-0.131971	
16.8434	-0.0251813	0.0345663	0.00231571	-0.000139706	-0.131971	
16.8657	-0.0244143	0.0340392	0.00231253	-0.000151167	-0.142405	
16.9176	-0.0226804	0.0327959	0.00230329	-0.000195842	-0.137576	
16.9972	-0.0201431	0.0309633	0.00228776	-0.000195436	-0.137068	
17.1019	-0.0170304	0.0284692	0.00226328	-0.000287327	-0.142583	
17.2284	-0.0136191	0.0254916	0.00222061	-0.000368943	-0.137383	
17.3726	-0.010185	0.0221183	0.00216129	-0.000483362	-0.143138	
17.5298	-0.00700438	0.0183432	0.00206517	-0.000736184	-0.142047	
17.6951	-0.00429085	0.014508	0.00192606	-0.000956251	-0.140179	
17.8631	-0.00218625	0.0105326	0.00173268	-0.00138585	-0.144435	
18.0283	-0.000762372	0.00676096	0.00146498	-0.00183036	-0.132193	
18.1856	3.77078e-05	0.00343267	0.00114531	-0.00226852	-0.127722	
18.3298	0.000324615	0.000652085	0.000783953	-0.00269435	-0.101208	
18.4563	0.000295845	-0.000949206	0.000443641	-0.00260401	-0.0565574	
18.561	0.000156387	-0.00159586	0.000187728	-0.00222581	-0.0124218	
18.6406	3.79857e-05	-0.00115473	4.09501e-05	-0.00128887	0.0889589	
18.6925	1.75515e-06	-0.00021753	1.80334e-06	-0.000224927	0.100082	
18.7148	-2.65716e-18	2.19929e-17	1.25602e-18	2.06333e-19	-5.38219e-08	
