0	0.466667	1.33333	1.04717	2.71944e-16	-5.90285	
0.0358417	0.516563	1.50742	1.05363	0.382208	53.0214	
0.119026	0.671993	2.14863	1.12268	1.20675	22.5421	
0.24661	0.939612	1.87175	1.31964	1.80577	-27.1458	
0.414481	1.21645	1.56842	1.66891	2.35141	-0.993306	
0.617243	1.46194	0.398476	2.23536	3.35189	-76.8972	
0.848377	1.20176	-2.27202	3.12445	3.80832	-19.5916	
1.10046	0.905252	1.32637	3.55869	-1.2713	178.685	
1.36538	2.38627	9.73591	2.46748	-5.65043	168.877	
1.63462	5.62147	12.7882	1.30259	-2.36609	-33.8163	
1.89954	8.50144	8.23752	0.976157	-0.874914	-131.953	
2.15162	10.017	4.41809	0.721174	-0.905473	-48.1251	
2.38276	10.8463	2.62764	0.579677	-0.538655	-64.5119	
2.58552	11.1536	0.557252	0.416091	-0.964681	-37.5107	
2.75339	11.2046	0.180858	0.296971	-0.413584	-12.2416	
2.88097	11.1933	-0.457404	0.241866	-0.549486	-34.7733	
2.96416	11.1456	-0.557395	0.199593	-0.349239	16.8628	
3	11.1265	-0.555751	0.189784	-0.25246	-39.0905	
3	11.1265	-0.555751	0.189784	-0.25246	-39.0905	
3.03584	11.1034	-0.713546	0.179244	-0.314865	-17.9158	
3.11903	11.0378	-0.84046	0.155509	-0.23889	-6.68518	
3.24661	10.9203	-1.01708	0.13108	-0.168498	-10.5607	
3.41448	10.7271	-1.26861	0.10366	-0.150794	-7.41551	
3.61724	10.4501	-1.45396	0.0797384	-0.0894672	-5.59192	
3.84838	10.0898	-1.66384	0.0602633	-0.0870821	-5.62241	
4.10046	9.64826	-1.8196	0.0400293	-0.0644309	-2.88867	
4.36538	9.15276	-1.92326	0.0267543	-0.045946	-3.03683	
4.63462	8.62039	-2.02087	0.012768	-0.0526872	-1.70591	
4.89954	8.08114	-2.04281	0.00220236	-0.0275973	-0.716236	
5.15162	7.56332	-2.06841	-0.00524342	-0.0361311	-1.00323	
5.38276	7.08508	-2.05845	-0.0132093	-0.0256487	0.646496	
5.58552	6.671	-2.03087	-0.0169303	-0.0180289	-0.116214	
5.75339	6.33072	-2.01899	-0.020965	-0.0261508	0.785906	
5.88097	6.0753	-1.98345	-0.0233934	-0.0117603	1.1323	
5.96416	5.91084	-1.97403	-0.0245263	-0.0188128	-0.14244	
6	5.84016	-1.96787	-0.0252505	-0.0194131	2.15958	
6	5.84016	-1.96787	-0.0252505	-0.0194131	2.15958	
6.03584	5.76986	-1.95591	-0.0258453	-0.0147601	1.27452	
6.11903	5.60795	-1.93746	-0.0270305	-0.0146201	0.920809	
6.24661	5.36266	-1.90644	-0.0288812	-0.0135088	1.28837	
6.41448	5.04655	-1.85942	-0.0308337	-0.0103176	1.36548	
6.61724	4.67541	-1.80064	-0.0328363	-0.009352	1.52265	
6.84838	4.26773	-1.72572	-0.0346403	-0.00606417	1.73144	
7.10046	3.84348	-1.64002	-0.0358737	-0.00419402	1.79274	
7.36538	3.42131	-1.54619	-0.036786	-0.00231938	1.94313	
7.63462	3.01835	-1.44692	-0.0370428	8.64436e-05	1.97975	
7.89954	2.6479	-1.34973	-0.0369207	0.000855329	2.00653	
8.15162	2.31947	-1.2559	-0.0364867	0.00269923	2.04364	
8.38276	2.03901	-1.17137	-0.0357534	0.00334976	1.98561	
8.58552	1.80889	-1.09842	-0.0350375	0.00396773	2.00794	
8.75339	1.62956	-1.0384	-0.0342816	0.00485726	1.95273	
8.88097	1.4999	-0.994366	-0.0336705	0.0047251	1.92597	
8.96416	1.41838	-0.965441	-0.0332608	0.00523926	1.95701	
9	1.384	-0.95315	-0.0330695	0.00535474	1.86668	
9	1.384	-0.95315	-0.0330695	0.00535474	1.86668	
9.03584	1.35005	-0.941117	-0.0328796	0.00528003	1.89291	
9.11903	1.27293	-0.913054	-0.0324329	0.00548998	1.88989	
9.24661	1.15916	-0.870709	-0.0317134	0.00574951	1.84899	
9.41448	1.01757	-0.81641	-0.0307304	0.0059736	1.80585	
9.61724	0.858514	-0.752852	-0.0294869	0.00627501	1.74574	
9.84838	0.692583	-0.683502	-0.0280141	0.00644661	1.6699	
10.1005	0.529426	-0.611654	-0.0263702	0.00659748	1.58726	
10.3654	0.376905	-0.54058	-0.0246102	0.00665938	1.49221	
10.6346	0.24054	-0.473146	-0.0228231	0.00661419	1.39639	
10.8995	0.123471	-0.411435	-0.0210773	0.00655276	1.30041	
11.1516	0.0266974	-0.357075	-0.019444	0.00639258	1.208	
11.3828	-0.0504269	-0.310842	-0.0179845	0.00624178	1.12699	
11.5855	-0.109581	-0.273089	-0.016734	0.00607913	1.05389	
11.7534	-0.152943	-0.2438	-0.0157278	0.00591218	0.996893	
11.881	-0.182689	-0.222661	-0.0149802	0.00580669	0.953679	
11.9642	-0.200657	-0.209427	-0.0145009	0.00571122	0.923783	
12	-0.208063	-0.203851	-0.014297	0.00567147	0.914567	
12	-0.208063	-0.203851	-0.014297	0.00567147	0.914567	
12.0358	-0.215271	-0.198343	-0.0140943	0.00563744	0.901468	
12.119	-0.231248	-0.185863	-0.0136292	0.00554346	0.8736	
12.2466	-0.25378	-0.167493	-0.0129312	0.00539908	0.832871	
12.4145	-0.279962	-0.144706	-0.0120407	0.0052096	0.780148	
12.6172	-0.306683	-0.119222	-0.0110083	0.00497302	0.718697	
12.8484	-0.33113	-0.0927732	-0.00989014	0.004702	0.651748	
13.1005	-0.351195	-0.0669306	-0.00874261	0.00440165	0.582329	
13.3654	-0.36568	-0.0429471	-0.00761851	0.00408541	0.513903	
13.6346	-0.374313	-0.021679	-0.00656127	0.00376838	0.448947	
13.8995	-0.3776	-0.00358992	-0.00560388	0.00346056	0.389636	
14.1516	-0.376592	0.0112136	-0.00476751	0.00317687	0.337472	
14.3828	-0.372618	0.0228823	-0.00406253	0.00292445	0.293101	
14.5855	-0.36706	0.0317314	-0.0034914	0.00271076	0.257013	
14.7534	-0.361184	0.0381471	-0.00305064	0.00254134	0.229008	
14.881	-0.356034	0.0425039	-0.00273441	0.00241674	0.208865	
14.9642	-0.352389	0.0451159	-0.00253664	0.00233869	0.196334	
15	-0.350752	0.0461875	-0.0024534	0.00230588	0.191	
15	-0.350752	0.0461875	-0.0024534	0.00230588	0.191	
15.0358	-0.349078	0.0472264	-0.00237135	0.00227266	0.185545	
15.119	-0.345053	0.049514	-0.00218556	0.00219418	0.17341	
15.2466	-0.338529	0.0527027	-0.00191322	0.00207564	0.15575	
15.4145	-0.329367	0.0563402	-0.0015775	0.00192509	0.133839	
15.6172	-0.317564	0.0599453	-0.00120499	0.00175061	0.109341	
15.8484	-0.303326	0.0630942	-0.000822314	0.0015627	0.0839719	
16.1005	-0.287099	0.0654803	-0.000452846	0.00137085	0.0591833	
16.3654	-0.269536	0.0669458	-0.000114836	0.00118343	0.0362152	
16.6346	-0.251419	0.0674827	0.000179886	0.00100831	0.0158827	
16.8995	-0.233562	0.0672035	0.000425742	0.000850013	-0.0014032	
17.1516	-0.216723	0.0663032	0.000622366	0.00071207	-0.0155072	
17.3828	-0.201539	0.0650148	0.000773306	0.000595289	-0.0266614	
17.5855	-0.188498	0.0635718	0.000884085	0.000498095	-0.0351682	
17.7534	-0.17794	0.0621857	0.00096113	0.000419952	-0.0413946	
17.881	-0.170079	0.0610288	0.00101089	0.000359904	-0.0457159	
17.9642	-0.165035	0.0602317	0.00103919	0.00032082	-0.0481013	
18	-0.162883	0.05988	0.00105041	0.00030531	-0.0488447	
18	-0.162883	0.05988	0.00105041	0.00030531	-0.0488447	
18.0358	-0.160743	0.0595257	0.00106111	0.00029245	-0.0492533	
18.119	-0.155826	0.0586913	0.00108443	0.000268677	-0.0509433	
18.2466	-0.148422	0.057367	0.00111644	0.000232738	-0.0538563	
18.4145	-0.138943	0.0555481	0.00115141	0.000184188	-0.0571104	
18.6172	-0.127911	0.0532583	0.00118306	0.000128529	-0.0603264	
18.8484	-0.115912	0.0505534	0.00120579	6.89768e-05	-0.0631121	
19.1005	-0.103548	0.0475302	0.00121578	1.18325e-05	-0.0650675	
19.3654	-0.0913821	0.0443144	0.00121195	-3.95657e-05	-0.0661753	
19.6346	-0.0798911	0.0410459	0.0011951	-8.41747e-05	-0.0663779	
19.8995	-0.0694395	0.0378667	0.0011679	-0.000119893	-0.0658038	
20.1516	-0.0602693	0.0349014	0.00113403	-0.000147977	-0.0646912	
20.3828	-0.0525098	0.0322536	0.00109741	-0.00016767	-0.0631487	
